404.484	147.633
416.735	150.781
428.969	155.889
441.186	161.905
453.388	164.7
465.573	189.489
477.743	191.504
489.894	212.756
502.032	416.922
514.153	1322.76
526.258	1067.47
538.347	455.518
550.418	349.437
562.475	316.89
574.516	307.725
586.542	294.495
598.551	319.84
610.544	334.198
622.522	338.351
634.484	338.326
646.428	352.467
658.359	353.397
670.273	357.898
682.172	356.542
694.056	360.447
705.924	372.866
717.776	391.676
729.613	403.491
741.434	419.339
753.238	422.892
765.028	420.525
776.803	432.365
788.562	446.32
800.306	441.856
812.035	458.804
823.747	466.763
835.445	479.865
847.128	500.759
858.794	505.586
870.446	519.339
882.084	540.494
893.706	536.817
905.312	537.902
916.904	566.56
928.481	612.565
940.041	678.856
951.588	687.976
963.119	708.094
974.636	718.261
986.137	689.847
997.624	649.746
1009.1	653.937
1020.55	654.174
1031.99	670.384
1043.42	678.064
1054.83	702.414
1066.23	716.574
1077.61	705.906
1088.98	708.619
1100.34	735.289
1111.67	756.406
1123	775.819
1134.31	810.57
1145.6	831.76
1156.88	845.835
1168.15	856.783
1179.4	870.846
1190.64	875.514
1201.86	879.831
1213.07	882.107
1224.26	919.137
1235.44	966.264
1246.61	977.094
1257.76	1059.01
1268.9	1136.2
1280.02	1213.3
1291.13	1312.3
1302.22	1468.86
1313.3	1691.95
1324.37	2086.7
1335.42	2512.57
1346.46	2704.88
1357.48	2424.42
1368.49	1986.62
1379.48	1603.77
1390.46	1381.38
1401.43	1244.39
1412.38	1171.94
1423.33	1100.87
1434.25	1076.36
1445.16	1062.29
1456.06	1067.64
1466.94	1085.63
1477.81	1094.56
1488.67	1111.61
1499.51	1146.13
1510.34	1175.45
1521.16	1188.29
1531.96	1212.3
1542.75	1263.42
1553.52	1367.15
1564.28	1496.72
1575.03	1821.58
1585.76	2018.54
1596.48	1919.74
1607.18	1799.51
1617.88	1744.35
1628.56	1477.93
1639.22	1102.2
1649.88	976.836
1660.51	915.968
1671.14	887.826
1681.75	864.694
1692.35	854.231
1702.94	856.631
1713.51	855.671
1724.07	871.172
1734.61	874.003
1745.15	880.217
1755.67	888.629
1766.17	894.466
1776.67	873.153
1787.14	877.065
1797.61	864.006
1808.07	862.197
1818.51	847.304
1828.93	846.188
1839.35	854.473
1849.75	862.569
1860.14	858.418
1870.52	894.723
1880.88	878.5
1891.23	899.911
1901.57	914.685
1911.89	927.726
1922.2	918.562
1932.5	932.79
1942.78	930.096
1953.06	927.38
1963.32	922.955
1973.57	928.135
1983.8	948.21
1994.02	936.52
2004.23	955.216
2014.43	977.585
2024.61	987.978
2034.79	990.675
2044.95	995.715
2055.09	1013.34
2065.22	1024.86
2075.35	1032.93
2085.45	1030.23
2095.55	1052.56
2105.64	1060.34
2115.71	1060.9
2125.77	1062.86
2135.81	1065.73
2145.85	1068.72
2155.87	1082.86
2165.88	1069.98
2175.88	1106.39
2185.86	1115.29
2195.84	1131.35
2205.8	1161.78
2215.75	1188.32
2225.68	1195.23
2235.61	1223.65
2245.52	1221.18
2255.42	1232
2265.31	1249.36
2275.18	1254.45
2285.05	1264.84
2294.9	1284.16
2304.74	1295.84
2314.57	1331.4
2324.38	1340.95
2334.19	1377.58
2343.98	1411.22
2353.76	1449.95
2363.52	1465.8
2373.28	1492.71
2383.02	1518.65
2392.76	1521.67
2402.48	1555.25
2412.19	1557.91
2421.88	1572.39
2431.57	1590.1
2441.24	1619.08
2450.9	1656.88
2460.55	1693.95
2470.19	1705.57
2479.82	1762.93
2489.43	1770.97
2499.04	1787.61
2508.63	1818.77
2518.21	1848.39
2527.78	1866.66
2537.33	1903.33
2546.88	1927.09
2556.41	1966.25
2565.93	1964.93
2575.45	2009.1
2584.94	2071.38
2594.43	2120.73
2603.91	2155.28
2613.37	2222.84
2622.83	2229.07
2632.27	2281.77
2641.7	2346.36
2651.12	2379.86
2660.53	2418.12
2669.93	2490.88
2679.31	2540.52
2688.69	2560.24
2698.05	2604.47
2707.4	2604.59
2716.74	2589.7
2726.07	2594.46
2735.39	2583.02
2744.7	2588.52
2753.99	2590.03
2763.28	2594.74
2772.55	2589.73
2781.82	2602.37
2791.07	2606.16
2800.31	2630.11
2809.54	2654.57
2818.76	2673.65
2827.97	2768
2837.17	2819.1
2846.35	2841.76
2855.53	2899.12
2864.69	2975.51
2873.84	3042.49
2882.99	3086.6
2892.12	3166.69
2901.24	3217.24
2910.35	3280.85
2919.45	3337.97
2928.54	3365.18
2937.61	3404.8
2946.68	3438.53
2955.74	3503.39
2964.78	3486.32
2973.82	3520.2
2982.84	3555.3
2991.85	3622.04
3000.86	3673.39
3009.85	3722.78
3018.83	3792.59
3027.8	3841.65
3036.76	3896.13
3045.71	3953.86
3054.65	3976.84
3063.58	4033.08
3072.5	4073.43
3081.41	4124.52
3090.3	4218.61
3099.19	4307.82
3108.07	4404.36
3116.93	4494.44
3125.79	4604.36
3134.63	4759
3143.47	4869.95
3152.29	5022.84
3161.11	5161.95
3169.91	5304.88
3178.7	5404.88
3187.49	5505.03
3196.26	5621.25
3205.02	5731.76
3213.77	5808.94
3222.52	5941.92
3231.25	6017.52
3239.97	6183.9
3248.68	6278.17
3257.38	6474.36
3266.07	6595.06
3274.75	6768.71
3283.43	6961.98
3292.09	7150.94
3300.74	7328.09
3309.38	7481.85
3318.01	7677.49
3326.63	7766.78
3335.24	7889.58
3343.84	8057.27
3352.43	8214.95
3361.01	8344.63
3369.58	8518.37
3378.14	8645.84
3386.69	8782.28
3395.23	9012.12
3403.77	9183.66
3412.29	9373.77
3420.8	9618.62
3429.3	9764.64
3437.79	9999.95
3446.27	10150.8
3454.74	10312.3
3463.21	10450.5
3471.66	10606.2
3480.1	10752.7
3488.54	10891.6
3496.96	10941
